"Year","OSHPD ID","Facility Name","County Name","ER Service Level Desc","Type","Count"
2014,106190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",5673
2014,106190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",29635
2015,106190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",6300
2015,106190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",30118
2016,106190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",6433
2016,106190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",29684
2017,106190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",7195
2017,106190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",30187
2018,106190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",7467
2018,106190382,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",32077
2013,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",9858
2013,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",77406
2014,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",10182
2014,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",80304
2015,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",10894
2015,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",88883
2016,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",10358
2016,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",91962
2017,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",10966
2017,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",92822
2018,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",11227
2018,106190385,"PROVIDENCE HOLY CROSS MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",89948
2013,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",5374
2013,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",24196
2014,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",5904
2014,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",27055
2015,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",6015
2015,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",28281
2016,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",5936
2016,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",29905
2017,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",4736
2017,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",30227
2018,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",7045
2018,106190392,"GOOD SAMARITAN HOSPITAL-LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",31774
2013,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Admit",14272
2013,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Visit",43400
2014,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Admit",14221
2014,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Visit",44802
2015,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Admit",15564
2015,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Visit",49438
2016,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Admit",17843
2016,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Visit",51446
2017,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Admit",18272
2017,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Visit",53868
2018,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Admit",18416
2018,106190400,"HUNTINGTON MEMORIAL HOSPITAL","LOS ANGELES","BASIC","ED_Visit",53217
2013,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",6533
2013,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",14882
2014,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",6078
2014,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",15203
2015,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",5785
2015,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",15852
2016,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",5857
2016,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",18852
2017,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",6432
2017,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",23901
2018,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",6618
2018,106190413,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",31209
2013,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",12688
2013,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",44370
2014,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",13372
2014,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",53402
2015,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",15165
2015,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",58925
2016,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",16404
2016,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",61493
2017,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",16781
2017,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",64205
2018,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",17737
2018,106190422,"TORRANCE MEMORIAL MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",63279
2013,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",8959
2013,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",62088
2014,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",8298
2014,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",57374
2015,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",8296
2015,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",64773
2016,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",8623
2016,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",67840
2017,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",8742
2017,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",64664
2018,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Admit",8519
2018,106190429,"KAISER FOUNDATION HOSPITAL - LOS ANGELES","LOS ANGELES","BASIC","ED_Visit",63332
2013,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Admit",6306
2013,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Visit",50074
2014,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Admit",6152
2014,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Visit",53389
2015,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Admit",6339
2015,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Visit",54117
2016,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Admit",5114
2016,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Visit",56963
2017,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Admit",4291
2017,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Visit",63808
2018,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Admit",4668
2018,106190431,"KAISER FOUNDATION HOSPITAL - SOUTH BAY","LOS ANGELES","BASIC","ED_Visit",65169
2013,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Admit",5794
2013,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Visit",49330
2014,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Admit",4594
2014,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Visit",53795
2015,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Admit",4208
2015,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Visit",58891
2016,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Admit",3893
2016,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Visit",62494
2017,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Admit",3682
2017,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Visit",64775
2018,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Admit",3461
2018,106190432,"KAISER FOUNDATION HOSPITAL - PANORAMA CITY","LOS ANGELES","BASIC","ED_Visit",65650
2013,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Admit",5541
2013,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Visit",58118
2014,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Admit",6030
2014,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Visit",60154
2015,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Admit",5769
2015,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Visit",63857
2016,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Admit",3210
2016,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Visit",68844
2017,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Admit",2827
2017,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Visit",74281
2018,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Admit",3159
2018,106190434,"KAISER FOUNDATION HOSPITAL - WEST LA","LOS ANGELES","BASIC","ED_Visit",76617
2013,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Admit",12066
2013,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Visit",57342
2014,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Admit",12326
2014,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Visit",58251
2015,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Admit",14257
2015,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Visit",58959
2016,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Admit",13065
2016,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Visit",59038
2017,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Admit",12397
2017,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Visit",55029
2018,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Admit",12152
2018,106190470,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","LOS ANGELES","BASIC","ED_Visit",51972
2013,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Admit",3675
2013,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Visit",18285
2014,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Admit",4086
2014,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Visit",19800
2015,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Admit",4653
2015,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Visit",21727
2016,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Admit",4606
2016,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Visit",22209
2017,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Admit",5011
2017,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Visit",21381
2018,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Admit",1954
2018,106190475,"COMMUNITY HOSPITAL LONG BEACH","LOS ANGELES","BASIC","ED_Visit",9213
2013,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",2777
2013,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",18897
2014,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",2608
2014,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",21107
2015,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",2709
2015,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",24023
2016,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",2282
2016,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",26072
2017,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",1051
2017,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",27725
2018,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Admit",3106
2018,106190500,"CEDARS-SINAI MARINA DEL REY HOSPITAL","LOS ANGELES","BASIC","ED_Visit",30067
2013,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",8328
2013,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",28298
2014,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",7619
2014,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",31140
2015,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",8150
2015,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",35983
2016,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",7692
2016,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",40158
2017,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",7576
2017,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",42018
2018,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",7309
2018,106190517,"PROVIDENCE TARZANA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",42012
2013,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Admit",4497
2013,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Visit",29357
2014,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Admit",5282
2014,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Visit",34898
2015,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Admit",5010
2015,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Visit",35168
2016,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Admit",5047
2016,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Visit",36358
2017,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Admit",5245
2017,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Visit",37375
2018,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Admit",4879
2018,106190521,"MEMORIAL HOSPITAL OF GARDENA","LOS ANGELES","BASIC","ED_Visit",33545
2013,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Admit",6065
2013,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Visit",28668
2014,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Admit",5860
2014,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Visit",31766
2015,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Admit",5868
2015,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Visit",33531
2016,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Admit",5600
2016,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Visit",33904
2017,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Admit",4936
2017,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Visit",33618
2018,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Admit",5503
2018,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","LOS ANGELES","BASIC","ED_Visit",33059
2013,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Admit",5027
2013,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Visit",13629
2014,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Admit",5731
2014,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Visit",14294
2015,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Admit",5585
2015,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Visit",14379
2016,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Admit",5832
2016,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Visit",13648
2017,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Admit",6195
2017,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Visit",12245
2018,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Admit",6794
2018,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS","LOS ANGELES","BASIC","ED_Visit",9904
2013,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",14696
2013,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",70887
2014,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",14320
2014,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",81840
2015,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",14622
2015,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",82700
2016,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",14653
2016,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",85163
2017,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",14368
2017,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",86579
2018,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",15134
2018,106190525,"MEMORIALCARE LONG BEACH MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",85917
2013,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Admit",10732
2013,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Visit",33977
2014,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Admit",10931
2014,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Visit",35759
2015,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Admit",11597
2015,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Visit",41925
2016,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Admit",11610
2016,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Visit",43822
2017,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Admit",11349
2017,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Visit",40995
2018,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Admit",11166
2018,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA","LOS ANGELES","BASIC","ED_Visit",39125
2013,106190534,"OLYMPIA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",3289
2013,106190534,"OLYMPIA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",20352
2014,106190534,"OLYMPIA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",3040
2014,106190534,"OLYMPIA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",21947
2015,106190534,"OLYMPIA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",5035
2015,106190534,"OLYMPIA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",23046
2016,106190534,"OLYMPIA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",4794
2016,106190534,"OLYMPIA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Visit",21474
2017,106190534,"OLYMPIA MEDICAL CENTER","LOS ANGELES","BASIC","ED_Admit",4760
